"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"1579",2834028612,NA,"Pseudomonas fluorescens",NA,NA,"Pearl forage millet roots",NA,NA,"Cenchrus americanus",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1580",2947233263,"GCA_030817605.1","Pseudomonas synxantha",NA,NA,"Isolated from wheat rhizosphere from a wheat field at Lind Dryland Research Station.",NA,NA,"Triticum aestivum",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1581",2579778970,"GCA_000503175.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Nasal cavity","Respiratory system","Unclassified"
"1582",2850954016,"GCA_002442855.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1583",2929053351,NA,"Pseudomonas sp. JUb96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",8045342935,"GCA_900580955.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",2711768170,"GCA_000937495.2","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1586",2744054992,"GCA_001293085.1","Pseudomonas aeruginosa",NA,NA,"Cell culture",NA,NA,NA,NA,"Engineered","Lab synthesis","Unclassified","Unclassified","Unclassified"
"1587",2872547706,"GCA_005305005.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1588",2872527891,"GCA_003369735.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1589",2684622812,"GCA_001545195.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1590",2645727947,"GCA_000978635.1","Pseudomonas avellanae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1591",2773857665,NA,"Pseudomonas sp. 2848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592",2791355580,"GCA_002883315.1","Pseudomonas sp. MPR-LB3",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1593",8044324721,"GCA_003701325.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1594",2695420637,"GCA_001182005.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595",2927678862,NA,"Pseudomonas psychrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",8011375118,"GCA_900145995.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1597",2808606649,"GCA_900475945.1","Pseudomonas mucidolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",2939009017,"GCA_001414165.1","Pseudomonas aeruginosa",NA,NA,"CF sputum adult patient",NA,NA,NA,NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1599",8052380108,"GCA_900599855.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",2540341118,"GCA_000359505.1","Pseudomonas aeruginosa",NA,NA,"infant with community-acquired diarrhea",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1601",2671180037,"GCA_900106975.1","Pseudomonas kuykendallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",8071437182,"GCA_012985775.1","Pseudomonas sp. WS 5011",NA,NA,"raw milk",NA,"Environmental",NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"1604",2883058910,"GCA_002112605.1","Pseudomonas sp. R22(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"1605",2585427671,"GCA_000531435.1","Pseudomonas aeruginosa",NA,"Hospital, Human","Human clinical sample","Catalase positive","Medical, Pathogen",NA,"Opportunistic infection","Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1606",2510461026,NA,"Pseudomonas aeruginosa",NA,"Host","human trachea",NA,"Human Pathogen","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Respiratory system","Unclassified"
"1607",2556921040,"GCA_000620245.1","Pseudomonas sp. URHB0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",2791355569,"GCA_002883775.1","Pseudomonas sp. FW306-02-H06B",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1609",2563366747,"GCA_000233835","Pseudomonas syringae","Free living","Plants","Kiwifruit, Actinidia deliciosa cv. Hayward, Shizuoka, Japan, 1984","Pathogen","Agricultural, Plant Pathogen",NA,"Plant rot","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1610",2579778504,"GCA_000481485.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1611",2811995170,"GCA_002091815.1","Pseudomonas oleovorans",NA,NA,"Cutting fluid",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Industrial wastewater","Unclassified"
"1612",2791355599,"GCA_002883425.1","Pseudomonas sp. FW126-L8",NA,NA,"Groundwater from well: FW126",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1613",3007826076,"GCA_009707515.1","Pseudomonas karstica",NA,NA,"calcite moonmilk deposits from the cave wall",NA,"Environmental",NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"1614",2693429640,"GCA_001467285.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1615",2574180297,"GCA_000629505.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1616",3007913946,"GCA_016009175.1","Pseudomonas alkylphenolica",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1617",2986596027,"GCA_013283895.1","Pseudomonas sp. MPDS",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1618",8057741623,"GCA_017114825.1","Pseudomonas gregormendelii",NA,NA,"mineral substrate",NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1619",2663762789,"GCA_900105155.1","Pseudomonas prosekii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",8045227488,"GCA_003732245.1","Pseudomonas frederiksbergensis",NA,NA,"Missouri Soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"1621",2667527726,"GCA_001467335.1","Pseudomonas sp. ICMP 10191",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1622",2969246651,"GCA_009866725.1","Pseudomonas sp. S19",NA,NA,"phyllosphere",NA,"Agricultural","Solanum tuberosum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1623",8010925164,"GCA_001400395.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1624",2623620443,"GCA_001655595.1","Pseudomonas sp. DR 5-09",NA,NA,"plant root",NA,NA,"Conyza canadensis",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1625",2775507204,"GCA_002906155.1","Pseudomonas laurylsulfativorans",NA,NA,NA,NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Industrial wastewater","Unclassified"
"1626",2700989447,"GCA_000506045.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1627",2506783024,"GCA_000452705","Pseudomonas syringae","Free living","Snow","Isolated from at Vieux Pass in the Hautes-Alpes region of France",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1628",2585427645,"GCA_000698865.1","Pseudomonas chlororaphis","Free living","Plant root, Soil","Soy bean root",NA,"Agricultural","Glycine max",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1629",2945748529,NA,"Pseudomonas aeruginosa",NA,NA,"human sputum",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1630",2505313054,NA,"Pseudomonas syringae","Free living","Plants","Nicotiana tabacum",NA,"Evolution, Plant Pathogen","Nicotiana tabacum","Plant wildfire","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1631",2663763605,"GCA_900107155.1","Pseudomonas salomonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632",2609460268,"GCA_000725105","Pseudomonas mendocina",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1633",2998097943,"GCA_900583165.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634",8052351785,"GCA_900602565.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",8035095626,"GCA_003696315.1","Pseudomonas songnenensis",NA,NA,"CGMCC 1.12668",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",2700989434,"GCA_000412375.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1637",2681812921,NA,"Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",2667527230,"GCA_900108595.1","Pseudomonas fuscovaginae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",2882919749,"GCA_003052515.2","Pseudomonas sp. RIT 409",NA,NA,"sugarcane",NA,"Agricultural","Saccharum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1640",2579778688,"GCA_000481385.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1641",8045124235,"GCA_900601365.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642",2844737528,NA,"Pseudomonas protegens",NA,NA,"Yellowstone National Park Soil sample",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1643",2700989543,"GCA_001467205.1","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644",2856510208,NA,"Pseudomonas mendocina",NA,NA,"Hiwassee River sediments Calhoun, TN",NA,NA,NA,NA,"Environmental","Aquatic","River","Freshwater","Unclassified"
"1645",8045049296,"GCA_003699445.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1646",2919697872,"GCA_031457435.1","Pseudomonas frederiksbergensis",NA,NA,"sweet sorghum roots",NA,NA,"Sorghum",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1647",8052564626,"GCA_002588485.1","Pseudomonas putida",NA,NA,"jejunal aspirate",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1648",2731957909,"GCA_001477245.1","Pseudomonas psychrotolerans",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1649",2563367044,"GCA_000416805.1","Pseudomonas syringae",NA,NA,NA,NA,NA,"Actinidia",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"1650",2663763257,"GCA_001446975.1","Pseudomonas sp. TTU2014-105ASC",NA,NA,"feces",NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1651",8044126327,"GCA_003416055.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1652",2545824760,"GCA_000412715.1","Pseudomonas plecoglossicida",NA,NA,"Spleen of the diseased large yellow croaker fish",NA,"Medical","Larimichthys crocea",NA,"Host-associated","Fish","Unclassified","Unclassified","Unclassified"
"1653",8054329326,"GCA_021271205.1","Pseudomonas uvaldensis",NA,NA,NA,NA,"Agricultural","Onion",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1654",2511231017,"GCA_000282395.1","Pseudomonas sp. GM55",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Nodule","Roots","Unclassified"
"1655",8010874315,"GCA_009380155.1","Pseudomonas piscis",NA,NA,"profound head ulcers of farmed Murray cod",NA,"Agricultural","Maccullochella peelii",NA,"Environmental","Terrestrial","Unclassified","Soil","Farm"
"1656",8052252931,"GCA_003703335.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1657",8035165027,"GCA_002286725.1","Pseudomonas indica",NA,NA,NA,NA,"Agricultural","Olea europaea cv. Picual",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1658",2609460011,"GCA_000708715","Pseudomonas putida",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1659",8070849858,"GCA_004372915.1","Pseudomonas aeruginosa",NA,NA,"sandy soil contaminated with hydrocarbons for 50 years",NA,"Model Organism",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"1660",8044432354,"GCA_003699095.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1661",8071838952,"GCA_002312495.1","Pseudomonas aeruginosa",NA,NA,"infected lung",NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1662",2791355610,"GCA_002882255.1","Pseudomonas sp. FW507-14D01",NA,NA,"Groundwater from well: FW507",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1663",2875511363,"GCA_000496455.2","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1664",2565956573,"GCA_000583935.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1665",2671180913,"GCA_001518815.1","Pseudomonas oryzihabitans",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1666",8035445794,"GCA_003732265.1","Pseudomonas brassicacearum",NA,NA,"Wyoming Soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1667",2935452895,NA,"Pseudomonas kielensis",NA,NA,"isolated from 0.2um filtered pond water surrounding duckweed plants",NA,NA,NA,NA,"Environmental","Aquatic","Pond","Freshwater","Unclassified"
"1668",2926093512,"GCA_030803825.1","Pseudomonas cremoricolorata",NA,NA,"Soil sample",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1669",2639762727,"GCA_000800255.1","Pseudomonas parafulva",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1670",2645727675,"GCA_001077475.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1671",2663763064,"GCA_000412455.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1672",2867859168,NA,"Pseudomonas oleovorans",NA,NA,"river sediment",NA,NA,NA,NA,"Environmental","Aquatic","Sediment","Freshwater","Unclassified"
"1673",2563367037,"GCA_000416785","Pseudomonas syringae",NA,NA,NA,NA,NA,"Actinidia",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1674",2654587578,"GCA_001294035.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1675",2740892059,"GCA_001554385.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1676",2935329515,NA,"Pseudomonas reinekei",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1677",3007718800,"GCA_001679645.1","Pseudomonas fluorescens",NA,NA,"banana rhizosphere",NA,"Environmental",NA,NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1678",8055770955,"GCA_014524625.1","Pseudomonas chlororaphis",NA,NA,"rhizosphere of green pepper",NA,NA,NA,NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1679",2886149808,"GCA_900706955.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",2571042176,"GCA_000480395.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,"Environmental","Unclassified","Unclassified","Unclassified","Unclassified"
"1681",8035246018,"GCA_002251635.1","Pseudomonas mandelii",NA,NA,"marine sediments",NA,"Environmental",NA,NA,"Environmental","Aquatic","Sediment","Marine","Unclassified"
"1682",2599185356,"GCA_900119635.1","Pseudomonas sp. NFPP14",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1683",8044457465,"GCA_003413065.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1684",2931150174,"GCA_029505425.1","Pseudomonas reinekei",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1685",2511231023,"GCA_000282515.1","Pseudomonas sp. GM80",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Nodule","Roots","Unclassified"
"1686",2913036834,"GCA_004786035.1","Pseudomonas viciae",NA,NA,"rhizosphere",NA,"Agricultural","Vicia faba",NA,"Host-associated","Plants","Unclassified","Rhizome","Unclassified"
"1687",2917131931,"GCA_001730655.1","Pseudomonas trivialis",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1689",2636415960,"GCA_000814065.1","Pseudomonas sp. C5pp",NA,NA,NA,NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1690",2969332252,"GCA_002091595.1","Pseudomonas fluorescens",NA,NA,"pre-filter tanks",NA,NA,NA,NA,"Engineered","Built environment","Unclassified","Unclassified","Unclassified"
"1691",8043891956,"GCA_002027165.1","Pseudomonas ogarae",NA,NA,NA,NA,"Medical","echinacea angustifolia",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1692",2582580985,"GCA_000629285.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1693",2571042598,"GCA_000497385.1","Pseudomonas putida",NA,NA,NA,NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1694",2648501783,"GCA_001006455.1","Pseudomonas amygdali",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1695",8072056425,"GCA_003176655.1","Pseudomonas sp. RW407",NA,NA,"river sediment",NA,"Environmental",NA,NA,"Environmental","Aquatic","River","Freshwater","Sediment"
"1696",2558309084,"GCA_000508205.1","Pseudomonas sp. TKP",NA,NA,NA,NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1697",2579778799,"GCA_000481865.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1698",2648501913,"GCA_000733635.1","Pseudomonas nitroreducens",NA,"Freshwater sediment, Sediment, Soil","River Calcasieu sediment, Louisiana",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Sediment","Unclassified"
"1699",2885939346,"GCA_002113165.1","Pseudomonas sp. B19(2017)",NA,NA,"bulk soil from sugarcane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"1700",2562617135,"GCA_000452465","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural","Pisum sativum",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"1701",2651869809,"GCA_001077495.1","Pseudomonas putida",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1702",2965929610,"GCA_002812865.1","Pseudomonas aeruginosa",NA,NA,"urine",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1703",2818991223,NA,"Pseudomonas sp. AG1028",NA,NA,NA,NA,NA,"Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1704",2636415731,"GCA_000952175.1","Pseudomonas sp. ES3-33",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1705",2734482519,"GCA_001374095.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",3007701059,"GCA_014700075.1","Pseudomonas sp. JM0905a",NA,NA,"aquaculture water for Carassius auratus",NA,"Model Organism",NA,NA,"Engineered","Artificial ecosystem","Fish pond","Aquaculture","Unclassified"
"1707",2645727742,"GCA_001293775.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1708",8052588441,"GCA_001700695.1","Pseudomonas putida",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1709",2599185321,"GCA_900113555.1","Pseudomonas sp. NFACC54",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1710",2791355635,"GCA_002883155.1","Pseudomonas sp. GW460-13",NA,NA,"Groundwater from well: GW460",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1711",2510917011,"GCA_000408865.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",2811995158,"GCA_003049825.1","Pseudomonas koreensis",NA,NA,"Origanum marjorana",NA,"Environmental",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1713",2671180829,"GCA_001181205.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714",8071663206,"GCA_002238215.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1715",8073265372,"GCA_024648975.1","Pseudomonas aeruginosa",NA,NA,"blood",NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"1716",2687453749,"GCA_900107345.1","Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",2556921606,"GCA_000498975","Pseudomonas mosselii",NA,NA,NA,NA,"Environmental",NA,NA,"Engineered","Wastewater","Unclassified","Unclassified","Unclassified"
"1718",2912980361,"GCA_012975065.1","Pseudomonas sp. SK",NA,NA,"wheat rhizospheric soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1719",2643221650,"GCA_001425105.1","Pseudomonas sp. Root401",NA,NA,"Arabidopsis root",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1720",2675903515,"GCA_001269655.1","Pseudomonas thivervalensis",NA,NA,"rhizoplane",NA,"Environmental",NA,NA,"Host-associated","Plants","Unclassified","Rhizome","Unclassified"
"1721",2731958029,"GCA_001374955.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",8035263692,"GCA_003702225.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1723",2740892064,"GCA_001554575.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1724",2740892094,"GCA_001554315.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1725",2969276890,"GCA_003850505.1","Pseudomonas chlororaphis",NA,NA,"bulk soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"1726",2645727906,"GCA_001270005.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1727",2971988523,"GCA_002085755.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1728",2698536490,"GCA_001180505.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",2516653026,"GCA_000510325.1","Pseudomonas monteilii","Free living","Oil fields",NA,NA,"Biodegradation of pollutants, Bioremediation",NA,NA,NA,NA,NA,NA,NA
"1730",2984321118,"GCA_902506505.1","Pseudomonas sp. 8AS",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Algae","Unclassified","Unclassified","Unclassified"
"1731",8061859560,"GCA_900589795.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",8061690999,"GCA_900587035.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",2744054713,"GCA_001644955.1","Pseudomonas putida",NA,NA,"Soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1734",8044801704,"GCA_900602355.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",8011086206,"GCA_902497875.1","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",8013669774,NA,"unclassified",NA,NA,"Portage River in Portage Ohio",NA,NA,NA,NA,"Environmental","Aquatic","River","Freshwater","Plankton"
"1737",2923122397,"GCA_003851165.1","Pseudomonas chlororaphis",NA,NA,"maize rhizosphere",NA,"Agricultural","Zea mays",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1738",3007290929,"GCA_003410335.1","Pseudomonas fluorescens",NA,NA,"soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1739",2941441250,NA,"Pseudomonas sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",2545824568,"GCA_000258285.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1741",2731958000,"GCA_001375395.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
